0.34179475,0.8219955,0.34179475,0.266200475,0.20309105,0.225500825,0.162307275,0.22901775,0.32114725,0.242313675,0.24211,0.245388725,0.24539525
0.37652925,0.42536625,0.46201,0.32650025,0.3861385,0.3251555,0.228312,0.3034795,0.34518275,0.351414,1,0.351414,1
0.37652925,0.42536625,0.46201,0.32650025,0.3861385,0.3251555,0.228312,0.3034795,0.34518275,0.351414,1,0.351414,1
0.38088125,0.4343625,0.46841425,0.32866475,0.38632325,0.33029375,0.230989,0.30770425,0.34910725,0.35524375,0.96511625,0.35524375,0.96511625
0.8495155,0.8495155,0.5212455,0.541868,0.541868,0.5212455,0.49081825,0.41141525,0.64465875,0.5212455,0.72838425,0.5212455,0.72838425
0.822161,0.92110075,0.92110075,0.92110075,0.92110075,0.92110075,0.56049075,0.48863625,0.50125925,0.822161,0.822161,0.822161,0.63782275
0.864303,0.72838425,0.7080795,0.513225,0.513225,0.48230825,0.467636,0.390308,0.53094375,0.7080795,0.7080795,0.48230825,0.7080795
0.97247025,0.676529,0.48895025,0.47076075,0.41445225,0.36593,0.4145755,0.4023635,0.48042975,0.3876005,0.44925,0.3876005,0.41105175
0.7639045,0.74861875,0.52156175,0.46757825,0.4923295,0.521571,0.42333225,0.444313,0.6158375,0.4320865,0.48397325,0.4427025,0.49170875
0.60352575,0.86916675,0.60352575,0.468616,0.349819,0.39967775,0.3130505,0.39358525,0.45543625,0.37461225,0.40088725,0.42535225,0.38693225
0.719457,0.86916675,0.719457,0.5499105,0.376854,0.44870525,0.34071175,0.464138,0.5559625,0.376854,0.4770295,0.439061,0.4300515
0.8284175,0.8284175,0.8284175,0.44054375,0.343109,0.43018225,0.307674925,0.42150925,0.607676,0.329703,0.41931825,0.3686385,0.34516375
1,1,0.3719015,0.42108375,0.34805775,0.416203,0.2925034,0.419001,0.61400625,0.32808975,0.41247975,0.3719015,0.334349
0.8511905,0.8511905,0.8511905,0.44606475,0.29273525,0.35100275,0.2678294,0.35074625,0.491955,0.31136025,0.340526,0.412491,0.31460075
0.48406875,0.8511905,1,0.42108375,0.34805775,0.416203,0.2925034,0.419001,0.61400625,0.32808975,0.41247975,0.3719015,0.334349
0.65811975,0.72312275,0.57079775,0.63082575,0.60396175,0.52312725,0.456026,0.4853025,0.4613775,0.65704025,0.6577615,0.65704025,0.52312725
0.65332175,0.67156325,0.64429275,0.5906355,0.53165425,0.5345035,0.46983225,0.4590135,0.48321375,0.49271625,0.595835,0.520004,0.49860075
0.6472305,0.92885075,0.57557,0.6472305,0.631279,0.513749,0.4971785,0.51036525,0.4377435,0.59602825,0.53587475,0.6472305,0.513749
0.616218,0.92885075,0.561748,0.616218,0.60223525,0.47504025,0.4571565,0.473691,0.40433775,0.571948,0.50354475,0.616218,0.47504025
0.37864575,0.77746225,0.33016725,0.28144415,0.166133275,0.26772125,0.149912525,0.201676025,0.35750725,0.220369975,0.2177015,0.2584364,0.228221475
0.547292,0.52468925,0.496409,0.51683,0.39223125,0.447498,0.26817025,0.33073975,0.488166,0.36798475,0.36798475,0.36798475,0.3612725
0.479522,1,0.4689445,0.534809,0.4313025,0.38975925,0.41630275,0.572208,0.39372275,0.48731375,0.50238,0.50160625,0.45448225
0.344168,0.503845,0.32638115,0.2533749,0.409478,0.383698975,0.175224975,0.286859,0.353415325,0.2171233,0.2533749,0.2210139,0.2171233
0.821047,0.91439625,0.8851685,0.821047,0.8851685,0.4797165,0.62075275,0.53402425,0.505285,0.5245105,0.5630605,0.5342565,0.5228225
0.6949845,0.802656,0.57738175,0.65391575,0.6462245,0.601526,0.42873775,0.47499975,0.491503,0.65273175,0.64927625,0.65391575,0.601526
