0,0,0,0,0,0,0,0,0,0,0,0,0
0.23,0.2528,0.2267,0.1645,0.1093,0.1633,0.0647,0.1633,0.1633,0.1355,0.177,0.1633,0.1633
0.23,0.2528,0.2267,0.1645,0.1093,0.1633,0.0647,0.1633,0.1633,0.1355,0.177,0.1633,0.1633
0,0,0,0,0,0,0,0,0,0,0,0,0
0.5776,0.5776,0.2018,0.2342,0.2342,0.5776,0.0672,0.5776,0.5776,0.1506,0.5776,0.5776,0.5776
0.2821,0.3263,0.1658,0.1921,0.178,0.1658,0.1421,0.1457,0.169,0.169,0.169,0.1658,0.1463
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0.2647,0.3623,0.147,0.2551,0.1527,0.1269,0.0789,0.1982,0.3912,0.2661,0.2647,0.2551,0.2661
0.2647,0.3623,0.147,0.2551,0.1527,0.1269,0.0789,0.1982,0.3912,0.2661,0.2647,0.2551,0.2661
0.3454,0.3454,0.296,0.296,0.127,0.1717,0.1497,0.1376,0.3498,0.1497,0.1497,0.1234,0.1303
0.215,0.241,0.1835,0.1439,0.1439,0.1162,0.04,0.1523,0.1819,0.1835,0.1835,0.0981,0.1537
0.3454,0.3454,0.296,0.296,0.127,0.1717,0.1497,0.1376,0.3498,0.1497,0.1497,0.1234,0.1303
0,0,0,0,0,0,0,0,0,0,0,0,0
0.8148,0.1479,0.1556,0.1718,0.1244,0.1876,0.0952,0.1309,0.166,0.166,0.1844,0.1138,0.1718
0.8148,0.1479,0.1108,0.1108,0.1108,0.1351,0.0529,0.1059,0.1334,0.0794,0.1037,0.1138,0.085
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0.8848,0.1479,0.1108,0.1108,0.1108,0.1351,0.0457,0.1059,0.1124,0.0679,0.1037,0.1138,0.085
0.8848,0.1479,0.1108,0.1108,0.1108,0.1351,0.0457,0.1059,0.1124,0.0679,0.1037,0.1138,0.085
0.8848,0.1479,0.1108,0.1108,0.1108,0.1351,0.0457,0.1059,0.1124,0.0679,0.1037,0.1138,0.085
0.8848,0.1479,0.1108,0.1108,0.1108,0.1351,0.0457,0.1059,0.1124,0.0679,0.1037,0.1138,0.085
0.8848,0.1479,0.1108,0.1108,0.1108,0.1351,0.0457,0.1059,0.1124,0.0679,0.1037,0.1138,0.085
0,0,0,0,0,0,0,0,0,0,0,0,0
0.1794,0.2736,0.2736,0.2736,0.1099,0.1514,0.1081,0.232,0.0966,0.1331,0.166,0.166,0.1352
0.2941,0.2161,0.1533,0.1646,0.3886,0.1043,0.0589,0.1253,0.1793,0.1646,0.1646,0.1646,0.1646
0.1552,0.2141,0.1384,0.1226,0.143,0.1294,0.1226,0.1784,0.1363,0.171,0.1226,0.1223,0.1463
0,0,0,0,0,0,0,0,0,0,0,0,0
0.1503,0.1628,0.7839,0.7839,0.7839,0.1675,0.0879,0.1514,0.1249,0.2121,0.7839,0.1503,0.2121
0.2369,0.186,0.1353,0.1835,0.1363,0.1501,0.0612,0.1304,0.2611,0.1121,0.1301,0.1121,0.1121
0.179,0.2313,0.1481,0.1481,0.1481,0.1481,0.0601,0.1481,0.1695,0.1146,0.1481,0.146,0.1146
0,0,0,0,0,0,0,0,0,0,0,0,0
0.212,0.212,0.1223,0.2345,0.1374,0.1472,0.0562,0.117,0.1085,0.093,0.1039,0.1343,0.1039
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0.4885,0.4402,0.1365,0.3737,0.2107,0.0938,0.0938,0.5266,0.1952,0.4402,0.4402,0.4402,0.1244
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0.3379,0.1786,0.3345,0.3345,0.1786,0.3345,0.1786,0.3345,0.1786,0.1786,0.2757,0.2757,0.1786
0.1501,0.3178,0.2543,0.2543,0.1311,0.0938,0.0938,0.2337,0.1273,0.1718,0.1259,0.1062,0.1311
0.1762,0.2028,0.1952,0.1952,0.1173,0.0938,0.0938,0.3979,0.1672,0.1896,0.1896,0.1896,0.0933
0.2194,0.1506,0.1212,0.2194,0.113,0.113,0.0909,0.1152,0.0862,0.2194,0.1221,0.1221,0.1127
0.1336,0.1493,0.1637,0.1637,0.1103,0.1022,0.1022,0.2114,0.1108,0.1493,0.1493,0.1226,0.1103
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0.1518,0.2533,0.1504,0.1311,0.1302,0.1872,0.0903,0.1976,0.278,0.1976,0.128,0.1618,0.1046
0.192,0.1863,0.1763,0.1827,0.1827,0.1051,0.0579,0.1228,0.1319,0.1634,0.1833,0.1391,0.1391
0.4262,0.3511,0.4262,0.4262,0.4262,0.3511,0.1957,0.1942,0.1957,0.3511,0.3511,0.3511,0.4262
0.3451,0.1623,0.3451,0.6786,0.3451,0.0729,0.0382,0.2023,0.1392,0.1323,0.136,0.2023,0.1323
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0.1833,0.3121,0.2185,0.1306,0.1109,0.1108,0.0732,0.1355,0.1174,0.1054,0.1676,0.1306,0.1054
0.6668,0.6668,0.6668,0.6668,0.3715,0.197,0.197,0.1794,0.1556,0.197,0.197,0.1353,0.1353
0.3715,0.3923,0.3715,0.3715,0.1256,0.266,0.2013,0.2671,0.114,0.2013,0.2013,0.1811,0.0813
0.3715,0.3923,0.3715,0.3715,0.1256,0.266,0.2013,0.2671,0.114,0.2013,0.2013,0.1811,0.0813
0.145,0.196,0.1491,0.1279,0.145,0.0882,0.0664,0.1529,0.1779,0.145,0.0903,0.096,0.0786
0.1781,0.2628,0.181,0.117,0.1086,0.177,0.0615,0.1529,0.177,0.1058,0.1052,0.117,0.1058
0.3142,0.3142,0.1957,0.3142,0.1957,0.3142,0.1957,0.3142,0.3142,0.3142,0.3142,0.3142,0.3142
0.2095,0.6377,0.6377,0.6377,0.6377,0.6377,0.0703,0.6377,0.1094,0.1036,0.6377,0.1209,0.0925
0.1778,0.2227,0.2379,0.2379,0.1778,0.2379,0.1245,0.1815,0.2363,0.2038,0.2379,0.1504,0.2379
0,0,0,0,0,0,0,0,0,0,0,0,0
0.2244,0.6586,0.9363,0.6586,0.1486,0.1068,0.0993,0.1365,0.1287,0.2244,0.6586,0.6586,0.1298
0,0,0,0,0,0,0,0,0,0,0,0,0
0.2244,0.6586,0.6586,0.6586,0.0826,0.075,0.0435,0.131,0.1287,0.2244,0.6586,0.6586,0.0826
0.2244,0.6586,0.6586,0.6586,0.0826,0.075,0.0435,0.1235,0.1287,0.2244,0.1055,0.1077,0.0826
0,0,0,0,0,0,0,0,0,0,0,0,0
0.3715,0.3923,0.3715,0.3715,0.1256,0.266,0.2013,0.2671,0.114,0.2013,0.2013,0.1811,0.0813
0.3715,0.3923,0.3715,0.3715,0.1256,0.266,0.2013,0.2671,0.114,0.2013,0.2013,0.1811,0.0813
0.3715,0.3923,0.3715,0.3715,0.1256,0.266,0.2013,0.2671,0.114,0.2013,0.2013,0.1811,0.0813
0.3715,0.3923,0.3715,0.3715,0.1256,0.266,0.2013,0.2671,0.114,0.2013,0.2013,0.1811,0.0813
0.3715,0.3923,0.3715,0.3715,0.1256,0.266,0.2013,0.2671,0.114,0.2013,0.2013,0.1811,0.0813
0.3715,0.3923,0.3715,0.3715,0.1256,0.266,0.2013,0.2671,0.114,0.2013,0.2013,0.1811,0.0813
0,0,0,0,0,0,0,0,0,0,0,0,0
0.3715,0.3923,0.3715,0.3715,0.1256,0.266,0.2013,0.2671,0.114,0.2013,0.2013,0.1811,0.0813
0.6668,0.6668,0.6668,0.6668,0.3715,0.197,0.197,0.1461,0.1556,0.197,0.197,0.1185,0.0503
0.3715,0.3923,0.3715,0.3715,0.1256,0.266,0.2013,0.2671,0.114,0.2013,0.2013,0.1811,0.0813
0.3715,0.3923,0.3715,0.3715,0.1256,0.266,0.2013,0.2671,0.114,0.2013,0.2013,0.1811,0.0813
0.3715,0.3923,0.3715,0.3715,0.1256,0.266,0.2013,0.2671,0.114,0.2013,0.2013,0.1811,0.0813
0.3715,0.3923,0.3715,0.3715,0.1256,0.266,0.2013,0.2671,0.114,0.2013,0.2013,0.1811,0.0813
0.3715,0.3923,0.3715,0.3715,0.1256,0.266,0.2013,0.2671,0.114,0.2013,0.2013,0.1811,0.0813
0.3715,0.3923,0.3715,0.3715,0.1256,0.266,0.2013,0.2671,0.114,0.2013,0.2013,0.1811,0.0813
0.3715,0.3923,0.3715,0.3715,0.1256,0.266,0.2013,0.2671,0.114,0.2013,0.2013,0.1811,0.0813
0.3715,0.3923,0.3715,0.3715,0.1256,0.266,0.2013,0.2671,0.114,0.2013,0.2013,0.1811,0.0813
0.3715,0.3923,0.3715,0.3715,0.1256,0.266,0.2013,0.2671,0.114,0.2013,0.2013,0.1811,0.0813
0.3715,0.3923,0.3715,0.3715,0.1256,0.266,0.2013,0.2671,0.114,0.2013,0.2013,0.1811,0.0813
0.3715,0.3923,0.3715,0.3715,0.1256,0.266,0.2013,0.2671,0.114,0.2013,0.2013,0.1811,0.0813
0.3715,0.3923,0.3715,0.3715,0.1256,0.266,0.2013,0.2671,0.114,0.2013,0.2013,0.1811,0.0813
0.3715,0.3923,0.3715,0.3715,0.1256,0.266,0.2013,0.2671,0.114,0.2013,0.2013,0.1811,0.0813
0.3715,0.3923,0.3715,0.3715,0.1256,0.266,0.2013,0.2671,0.114,0.2013,0.2013,0.1811,0.0813
0.3715,0.3923,0.3715,0.3715,0.1256,0.266,0.2013,0.2671,0.114,0.2013,0.2013,0.1811,0.0813
0.1378,0.1417,0.1378,0.1133,0.1497,0.1531,0.0652,0.1268,0.1071,0.1498,0.1221,0.1498,0.1105
0.3715,0.3923,0.3715,0.3715,0.1256,0.266,0.2013,0.2671,0.114,0.2013,0.2013,0.1811,0.0813
0.2013,0.6668,0.3715,0.197,0.3715,0.197,0.197,0.1759,0.2588,0.197,0.197,0.1061,0.1196
0.1553,0.219,0.1553,0.1553,0.1445,0.1553,0.1447,0.1464,0.1236,0.1447,0.1553,0.1303,0.0964
0.2473,0.2251,0.2473,0.1569,0.1781,0.1165,0.085,0.1245,0.1237,0.2013,0.2013,0.1263,0.1577
0.1912,0.1949,0.1949,0.1913,0.1368,0.105,0.0872,0.1334,0.1687,0.2885,0.1368,0.1111,0.2885
0.175,0.2406,0.1309,0.1309,0.1222,0.1309,0.0766,0.1198,0.2188,0.1497,0.1497,0.1497,0.0999
0.1772,0.1772,0.5966,0.5966,0.5966,0.0689,0.0584,0.1696,0.0676,0.0676,0.153,0.153,0.0676
0.1772,0.1772,0.5966,0.5966,0.5966,0.0689,0.0584,0.1696,0.0676,0.0676,0.153,0.153,0.0676
0.1476,0.1662,0.3087,0.3087,0.2062,0.152,0.0923,0.1474,0.2611,0.1029,0.095,0.0841,0.1029
0.1133,0.1797,0.0994,0.1003,0.0994,0.1537,0.0412,0.2162,0.1259,0.1318,0.0881,0.0881,0.1003
0.1715,0.1691,0.1815,0.1815,0.2193,0.1715,0.1048,0.118,0.1276,0.1815,0.1715,0.1815,0.1252
0.2754,0.2754,0.2754,0.2815,0.1851,0.1538,0.1229,0.1385,0.1357,0.2754,0.2754,0.2361,0.2754
0.2341,0.4683,0.2341,0.1547,0.1506,0.1506,0.0944,0.15,0.1357,0.1741,0.1741,0.1741,0.145
0,0,0,0,0,0,0,0,0,0,0,0,0
0.1252,0.6325,0.1585,0.1278,0.1089,0.1089,0.0621,0.126,0.2257,0.0908,0.1278,0.1088,0.0844
0.1252,0.6325,0.1585,0.1278,0.1089,0.1089,0.0621,0.126,0.2257,0.0908,0.1278,0.1088,0.0844
0.1861,0.3616,0.1199,0.101,0.1023,0.1465,0.0796,0.1648,0.1731,0.1269,0.1269,0.1023,0.1157
0,0,0,0,0,0,0,0,0,0,0,0,0
0.1488,0.2141,0.143,0.1389,0.1084,0.1255,0.0922,0.1304,0.2186,0.1555,0.1387,0.143,0.1131
0.1301,0.1999,0.1493,0.1493,0.1482,0.1226,0.0938,0.1999,0.1062,0.1189,0.1189,0.1189,0.1301
0,0,0,0,0,0,0,0,0,0,0,0,0
0.1976,0.2228,0.161,0.1613,0.1074,0.0793,0.0602,0.3075,0.4912,0.1772,0.113,0.113,0.0953
0,0,0,0,0,0,0,0,0,0,0,0,0
0.1778,0.2134,0.1778,0.1209,0.1663,0.1778,0.0785,0.227,0.2656,0.2938,0.1663,0.1133,0.1663
0.1663,0.2176,0.1102,0.1102,0.1663,0.1032,0.0996,0.2334,0.2656,0.3246,0.1663,0.1347,0.1663
0.5776,0.5776,0.1876,0.5382,0.2342,0.5776,0.0401,0.5776,0.5776,0.1979,0.5776,0.5776,0.5776
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0.1419,0.1934,0.1157,0.1342,0.1157,0.1108,0.0456,0.1342,0.2611,0.099,0.1087,0.099,0.1342
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0.1472,0.1718,0.1305,0.1152,0.11,0.1082,0.107,0.1152,0.1416,0.1239,0.107,0.1041,0.1239
0,0,0,0,0,0,0,0,0,0,0,0,0
0.1801,0.1988,0.1598,0.1598,0.1535,0.1072,0.0903,0.1233,0.1988,0.1535,0.2162,0.0916,0.2162
0.2284,0.2284,0.2284,0.2284,0.2284,0.2284,0.114,0.1304,0.2284,0.2284,0.2284,0.2094,0.2284
0.1663,0.1909,0.1909,0.1909,0.1165,0.0981,0.059,0.171,0.1262,0.1448,0.1202,0.1086,0.1165
0.1759,0.7574,0.1759,0.1759,0.1232,0.1759,0.1376,0.1123,0.1028,0.1376,0.1759,0.1463,0.0981
0.2085,0.2609,0.1691,0.2085,0.1667,0.2085,0.2085,0.1178,0.1099,0.2085,0.2085,0.1691,0.1524
0,0,0,0,0,0,0,0,0,0,0,0,0
0.1356,0.2412,0.191,0.1515,0.1442,0.1567,0.1027,0.1065,0.1151,0.1143,0.2386,0.1515,0.0835
0.1801,0.1988,0.1598,0.1598,0.1535,0.1072,0.0903,0.1233,0.1988,0.1535,0.2162,0.0916,0.2162
0.1889,0.2917,0.1315,0.1349,0.1513,0.1209,0.1209,0.1848,0.1082,0.1315,0.1209,0.1505,0.11
0.4402,0.5949,0.1936,0.3737,0.1936,0.1936,0.0938,0.5949,0.217,0.4402,0.5949,0.4402,0.1244
0.4402,0.5949,0.134,0.5005,0.1244,0.2342,0.0938,0.5949,0.2342,0.4402,0.5949,0.4402,0.2342
0.1692,0.2928,0.1716,0.226,0.1322,0.1352,0.0518,0.1882,0.3555,0.1322,0.2007,0.1322,0.2007
0.2258,0.3031,0.1143,0.1925,0.1244,0.0959,0.0959,0.4402,0.1117,0.2258,0.3031,0.2258,0.1244
0.4402,0.4402,0.1413,0.3737,0.1266,0.101,0.0938,0.6308,0.1795,0.3737,0.4402,0.3737,0.1244
0.3749,0.3749,0.1619,0.3416,0.1201,0.1227,0.0942,0.4702,0.221,0.4702,0.3749,0.4702,0.1201
0.4402,0.5949,0.1454,0.3737,0.128,0.1023,0.0938,0.5949,0.1574,0.4402,0.5949,0.4402,0.185
0.4402,0.5949,0.1176,0.3737,0.1244,0.2161,0.0938,0.5949,0.1795,0.4402,0.5949,0.4402,0.1244
0.4402,0.4402,0.2671,0.3737,0.2671,0.266,0.0938,0.6308,0.2533,0.6308,0.4402,0.6308,0.1356
0.4402,0.5949,0.1405,0.3737,0.1244,0.1188,0.1188,0.5949,0.1463,0.4402,0.5949,0.4402,0.1244
0.4402,0.5949,0.1143,0.3737,0.1244,0.0938,0.0938,0.5949,0.1089,0.4402,0.5949,0.4402,0.1244
0.4085,0.4698,0.1259,0.1433,0.1572,0.1151,0.1151,0.1627,0.162,0.2821,0.1433,0.178,0.2821
0.2348,0.2384,0.1518,0.2136,0.2136,0.15,0.0512,0.1211,0.1309,0.2348,0.2348,0.1515,0.1342
0.3031,0.2558,0.1783,0.1657,0.1657,0.1015,0.058,0.1167,0.1574,0.1623,0.1657,0.1623,0.1623
0.6325,0.6325,0.1806,0.132,0.6325,0.1391,0.0382,0.139,0.6325,0.6325,0.1278,0.1088,0.115
0.1747,0.1575,0.1686,0.1686,0.0878,0.1087,0.0938,0.2875,0.1747,0.1686,0.1686,0.1348,0.0872
0,0,0,0,0,0,0,0,0,0,0,0,0
0.4402,0.5949,0.1143,0.3737,0.1244,0.1105,0.0938,0.5949,0.2433,0.4402,0.3737,0.4402,0.1244
0.1883,0.1883,0.152,0.1883,0.1038,0.1944,0.0938,0.3647,0.1151,0.221,0.221,0.221,0.1038
0.1263,0.7987,0.1338,0.1437,0.1041,0.0938,0.0938,0.7839,0.1269,0.1331,0.1908,0.1437,0.086
0.4402,0.5949,0.1426,0.3737,0.1426,0.1426,0.0938,0.5949,0.1089,0.4402,0.5949,0.4402,0.1426
0.4885,0.4402,0.1744,0.3737,0.1744,0.1744,0.0938,0.4978,0.1939,0.4402,0.4402,0.4402,0.1344
0.4885,0.4402,0.1482,0.3737,0.1468,0.1929,0.0938,0.4978,0.1335,0.4402,0.4402,0.4402,0.1664
0.1799,0.2449,0.1295,0.1121,0.1242,0.1253,0.0806,0.1377,0.1783,0.1295,0.1295,0.1242,0.1295
0.4402,0.5949,0.1405,0.3737,0.1244,0.1326,0.0938,0.5949,0.1392,0.4402,0.5949,0.4402,0.1244
0.4402,0.4402,0.2671,0.3737,0.2671,0.266,0.0938,0.6308,0.2533,0.6308,0.4402,0.6308,0.1356
0.4885,0.4402,0.1214,0.3737,0.1244,0.1147,0.0938,0.4978,0.1905,0.4402,0.4402,0.4402,0.1244
0,0,0,0,0,0,0,0,0,0,0,0,0
0.4885,0.4402,0.1214,0.3737,0.1244,0.0938,0.0938,0.5065,0.2533,0.4402,0.4402,0.4402,0.1356
0.4402,0.4402,0.1659,0.3737,0.1244,0.0938,0.0938,0.6308,0.1525,0.6308,0.4402,0.6308,0.1263
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0.139,0.1747,0.1747,0.1747,0.15,0.15,0.139,0.1752,0.121,0.1522,0.1365,0.139,0.1251
0.2257,0.2257,0.122,0.097,0.2257,0.0872,0.0572,0.135,0.2257,0.2257,0.1245,0.122,0.097
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0.162,0.2139,0.1576,0.1576,0.1386,0.0982,0.083,0.3579,0.2533,0.242,0.13,0.1221,0.1335
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0.1729,0.4427,0.1319,0.1409,0.1409,0.1414,0.1088,0.2785,0.3246,0.2616,0.1409,0.1164,0.171
0,0,0,0,0,0,0,0,0,0,0,0,0
0.1819,0.2727,0.174,0.1348,0.1003,0.1118,0.0623,0.1236,0.163,0.1358,0.1368,0.174,0.1115
0.2083,0.1877,0.1385,0.1464,0.1738,0.1464,0.0603,0.1049,0.1688,0.1783,0.1783,0.1464,0.1183
0.2377,0.2018,0.1362,0.1362,0.154,0.2377,0.0401,0.1341,0.154,0.154,0.154,0.0854,0.1052
0.2557,0.7201,0.2557,0.1201,0.1201,0.0722,0.0487,0.1373,0.3623,0.1256,0.2546,0.0793,0.1256
0,0,0,0,0,0,0,0,0,0,0,0,0
0.4885,0.4402,0.1214,0.3737,0.1244,0.0938,0.0938,0.4978,0.1089,0.4402,0.4402,0.4402,0.1244
0.4885,0.4402,0.1394,0.3737,0.1633,0.128,0.0938,0.5382,0.1628,0.4402,0.4402,0.4402,0.1244
0.4885,0.4402,0.2162,0.3737,0.2162,0.1483,0.0938,0.5432,0.1483,0.4402,0.4402,0.4402,0.1299
0.4885,0.4402,0.1261,0.3737,0.1261,0.1336,0.0938,0.4978,0.1994,0.4402,0.4402,0.4402,0.1787
0.4885,0.4402,0.1261,0.3737,0.1261,0.1336,0.0938,0.4978,0.1994,0.4402,0.4402,0.4402,0.1787
0.1569,0.596,0.2554,0.2554,0.1736,0.1736,0.0944,0.1842,0.1431,0.1999,0.1999,0.1163,0.0972
0.1736,0.2628,0.2628,0.2628,0.1446,0.1446,0.1446,0.1668,0.217,0.1138,0.1184,0.1446,0.1224
0,0,0,0,0,0,0,0,0,0,0,0,0
0.1569,0.596,0.2554,0.2554,0.1736,0.1736,0.0944,0.1842,0.1431,0.1999,0.1999,0.1163,0.0972
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0.1885,0.122,0.1,0.1129,0.1129,0.1885,0.0948,0.2288,0.2455,0.122,0.1,0.1107,0.1
0.1799,0.2449,0.1295,0.1121,0.1242,0.1253,0.0806,0.1377,0.1783,0.1295,0.1295,0.1242,0.1295
0.1999,0.1265,0.1172,0.1172,0.1045,0.1999,0.1441,0.2539,0.1999,0.1441,0.1441,0.1193,0.1133
0.1722,0.1265,0.1229,0.113,0.1174,0.1722,0.1441,0.2539,0.1689,0.1441,0.1441,0.1133,0.0905
0.1919,0.1134,0.1361,0.1094,0.0909,0.1919,0.0948,0.1919,0.7608,0.1101,0.1101,0.1101,0.084
0.1799,0.2449,0.1295,0.1121,0.1242,0.1253,0.0806,0.1377,0.1783,0.1295,0.1295,0.1242,0.1295
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0.4885,0.4402,0.1214,0.3737,0.1244,0.106,0.0938,0.4978,0.1614,0.4402,0.4402,0.4402,0.1244
0.3644,0.3402,0.1577,0.307,0.1666,0.1736,0.0938,0.4885,0.144,0.3402,0.3402,0.3402,0.1244
0.4885,0.4402,0.1214,0.3737,0.1244,0.0938,0.0938,0.5179,0.1627,0.4402,0.4402,0.4402,0.1379
0,0,0,0,0,0,0,0,0,0,0,0,0
0.1835,0.1876,0.288,0.288,0.1835,0.1835,0.1835,0.1448,0.13,0.288,0.1098,0.1835,0.1034
0.1491,0.5966,0.1927,0.1927,0.1163,0.1163,0.0938,0.1827,0.1188,0.1344,0.1529,0.1163,0.1344
0,0,0,0,0,0,0,0,0,0,0,0,0
0.2256,0.3568,0.2256,0.2256,0.1243,0.134,0.1097,0.3568,0.3568,0.3568,0.1243,0.1339,0.1334
0,0,0,0,0,0,0,0,0,0,0,0,0
